Date,Description,Amount,Category
2025-06-24,Blinkit Grocer-2472,104,Food
2025-06-24,Uber Ride-46948,56,Transport
2025-06-24,Ola Cab-62735,130,Transport
2025-06-24,Metro Card-12558,52,Transport
2025-06-24,Metro Card-97572,40,Transport
2025-06-24,Ola Cab-93731,57,Transport
2025-06-25,Blinkit Grocer-37199,116,Food
2025-06-25,UPI-ZOMATO-98868,168,Food
2025-06-25,SWIGGYPAY-35886,39,Food
2025-06-25,Ola Cab-39338,144,Transport
2025-06-25,Uber Ride-12825,156,Transport
2025-06-26,SWIGGYPAY-89272,203,Food
2025-06-26,Blinkit Grocer-11053,63,Food
2025-06-26,UPI-ZOMATO-11771,29,Food
2025-06-26,Blinkit Grocer-97385,58,Food
2025-06-26,UPI-ZOMATO-2985,70,Food
2025-06-26,Uber Ride-51278,93,Transport
2025-06-26,Metro Card-28671,113,Transport
2025-06-27,UPI-ZOMATO-44046,146,Food
2025-06-27,SWIGGYPAY-94334,77,Food
2025-06-27,SWIGGYPAY-78731,203,Food
2025-06-27,UPI-ZOMATO-50074,142,Food
2025-06-27,AMAZONINDIA-PAY-22730,465,Shopping
2025-06-27,Uber Ride-20574,33,Transport
2025-06-28,Online Course-58494,175,Education
2025-06-28,Spotify Subscription-37348,285,Entertainment
2025-06-28,Cafe Receipt-76243,158,Food
2025-06-28,SWIGGYPAY-6637,270,Food
2025-06-28,Cafe Receipt-71786,198,Food
2025-06-28,UPI-ZOMATO-69275,78,Food
2025-06-28,Cafe Receipt-15572,193,Food
2025-06-28,Cafe Receipt-72310,268,Food
2025-06-28,UPI-ZOMATO-7711,263,Food
2025-06-28,Cafe Receipt-99086,242,Food
2025-06-28,SWIGGYPAY-54252,156,Food
2025-06-28,UPI-ZOMATO-53013,162,Food
2025-06-28,Cafe Receipt-78221,141,Food
2025-06-28,Uber Ride-39361,136,Transport
2025-06-28,Uber Ride-50565,22,Transport
2025-06-28,Ola Cab-32828,36,Transport
2025-06-29,Netflix Renewal-77097,288,Entertainment
2025-06-29,UPI-ZOMATO-29168,71,Food
2025-06-29,Blinkit Grocer-56833,170,Food
2025-06-29,SWIGGYPAY-76789,111,Food
2025-06-29,Cafe Receipt-11492,140,Food
2025-06-29,UPI-ZOMATO-32222,180,Food
2025-06-29,Cafe Receipt-52591,103,Food
2025-06-29,Cafe Receipt-93894,130,Food
2025-06-29,Blinkit Grocer-58428,188,Food
2025-06-29,Flipkart Order-84705,525,Shopping
2025-06-29,Myntra Store-25130,137,Shopping
2025-06-29,Water Utility-2337,129,Utilities
2025-06-30,Netflix Renewal-66978,237,Entertainment
2025-06-30,Netflix Renewal-76901,190,Entertainment
2025-06-30,Blinkit Grocer-44349,74,Food
2025-06-30,SWIGGYPAY-29915,95,Food
2025-06-30,Cafe Receipt-14245,184,Food
2025-06-30,SWIGGYPAY-22442,73,Food
2025-06-30,SWIGGYPAY-15646,49,Food
2025-06-30,UPI-ZOMATO-58585,140,Food
2025-06-30,Cafe Receipt-39517,126,Food
2025-06-30,Fuel Station-68088,109,Transport
2025-06-30,Metro Card-61973,169,Transport
2025-06-30,Uber Ride-53566,87,Transport
2025-06-30,Metro Card-26424,116,Transport
2025-07-01,Netflix Renewal-21440,148,Entertainment
2025-07-01,SWIGGYPAY-18198,51,Food
2025-07-01,Blinkit Grocer-17956,205,Food
2025-07-01,SWIGGYPAY-94079,210,Food
2025-07-01,Cafe Receipt-76795,129,Food
2025-07-01,Cafe Receipt-51535,92,Food
2025-07-01,UPI-ZOMATO-31087,33,Food
2025-07-01,Cafe Receipt-44411,75,Food
2025-07-01,SWIGGYPAY-55200,104,Food
2025-07-01,Pharmacy Purchase-9152,496,Health
2025-07-01,Salary Credit,72108,Income
2025-07-01,Metro Card-14029,160,Transport
2025-07-01,Fuel Station-5542,137,Transport
2025-07-01,Metro Card-7087,20,Transport
2025-07-01,Ola Cab-39834,90,Transport
2025-07-01,Water Utility-27573,333,Utilities
2025-07-02,UPI-ZOMATO-95083,43,Food
2025-07-02,Cafe Receipt-16449,214,Food
2025-07-02,UPI-ZOMATO-48154,99,Food
2025-07-02,UPI-ZOMATO-29653,188,Food
2025-07-02,AMAZONINDIA-PAY-4473,479,Shopping
2025-07-03,Cafe Receipt-76307,79,Food
2025-07-03,UPI-ZOMATO-84192,169,Food
2025-07-03,SWIGGYPAY-52985,74,Food
2025-07-03,Cafe Receipt-84539,95,Food
2025-07-03,Blinkit Grocer-97876,64,Food
2025-07-03,NEFT-HDFC-RENT,18000,Rent
2025-07-03,Fuel Station-36650,96,Transport
2025-07-04,Tuition Payment-94909,234,Education
2025-07-04,SWIGGYPAY-41740,142,Food
2025-07-04,UPI-ZOMATO-32208,86,Food
2025-07-04,UPI-ZOMATO-64740,138,Food
2025-07-04,Pharmacy Purchase-72880,489,Health
2025-07-04,Ola Cab-5194,158,Transport
2025-07-04,Ola Cab-66422,127,Transport
2025-07-05,Netflix Renewal-16875,306,Entertainment
2025-07-05,UPI-ZOMATO-50927,152,Food
2025-07-05,SWIGGYPAY-63781,127,Food
2025-07-05,SWIGGYPAY-15215,252,Food
2025-07-05,Cafe Receipt-88683,80,Food
2025-07-05,SWIGGYPAY-38548,233,Food
2025-07-05,Clinic Visit-92786,689,Health
2025-07-05,Uber Ride-24321,145,Transport
2025-07-05,Metro Card-10334,156,Transport
2025-07-05,Ola Cab-52199,149,Transport
2025-07-06,Blinkit Grocer-96625,141,Food
2025-07-06,UPI-ZOMATO-87071,50,Food
2025-07-06,UPI-ZOMATO-33150,48,Food
2025-07-06,UPI-ZOMATO-25268,138,Food
2025-07-06,Cafe Receipt-56342,108,Food
2025-07-06,SWIGGYPAY-25782,201,Food
2025-07-06,UPI-ZOMATO-2728,236,Food
2025-07-06,Myntra Store-65235,622,Shopping
2025-07-06,Fuel Station-12385,171,Transport
2025-07-06,Fuel Station-47670,152,Transport
2025-07-06,Metro Card-39787,133,Transport
2025-07-06,Rail Ticket-60900,2850,Travel
2025-07-07,Movie Tickets-92667,200,Entertainment
2025-07-07,Blinkit Grocer-50829,49,Food
2025-07-07,Blinkit Grocer-88203,71,Food
2025-07-07,Blinkit Grocer-75277,63,Food
2025-07-07,Cafe Receipt-81871,88,Food
2025-07-07,Cafe Receipt-86217,205,Food
2025-07-07,SWIGGYPAY-7949,64,Food
2025-07-07,UPI-ZOMATO-32990,167,Food
2025-07-07,Blinkit Grocer-26613,156,Food
2025-07-07,Cafe Receipt-31356,55,Food
2025-07-07,AMAZONINDIA-PAY-70168,143,Shopping
2025-07-07,Fuel Station-50939,88,Transport
2025-07-07,Broadband Bill,899,Utilities
2025-07-08,Exam Books-56965,87,Education
2025-07-08,Spotify Subscription-24639,216,Entertainment
2025-07-08,SWIGGYPAY-4486,48,Food
2025-07-08,UPI-ZOMATO-65302,34,Food
2025-07-08,Flipkart Order-46747,352,Shopping
2025-07-08,Metro Card-6614,133,Transport
2025-07-08,Uber Ride-25109,88,Transport
2025-07-08,Fuel Station-71916,106,Transport
2025-07-08,Flight Fare-89693,1061,Travel
2025-07-09,Cafe Receipt-39493,33,Food
2025-07-09,SWIGGYPAY-3819,71,Food
2025-07-09,Cafe Receipt-64954,37,Food
2025-07-09,UPI-ZOMATO-70197,36,Food
2025-07-09,Cafe Receipt-41378,176,Food
2025-07-09,SWIGGYPAY-7357,71,Food
2025-07-09,Blinkit Grocer-92015,178,Food
2025-07-09,Blinkit Grocer-25670,151,Food
2025-07-09,Blinkit Grocer-56634,214,Food
2025-07-09,UPI-ZOMATO-12832,33,Food
2025-07-09,Cafe Receipt-6102,111,Food
2025-07-09,AMAZONINDIA-PAY-58884,499,Shopping
2025-07-09,Flipkart Order-83163,502,Shopping
2025-07-09,Ola Cab-52212,67,Transport
2025-07-09,Fuel Station-42485,133,Transport
2025-07-09,Metro Card-28670,41,Transport
2025-07-10,Movie Tickets-57224,53,Entertainment
2025-07-10,Movie Tickets-9601,173,Entertainment
2025-07-10,UPI-ZOMATO-4089,108,Food
2025-07-10,UPI-ZOMATO-38339,71,Food
2025-07-10,Metro Card-91948,25,Transport
2025-07-11,Cafe Receipt-54412,98,Food
2025-07-11,Blinkit Grocer-79303,64,Food
2025-07-11,Cafe Receipt-3603,56,Food
2025-07-11,Cafe Receipt-77292,52,Food
2025-07-11,SWIGGYPAY-57702,151,Food
2025-07-11,Blinkit Grocer-11452,151,Food
2025-07-11,SWIGGYPAY-97873,175,Food
2025-07-11,Blinkit Grocer-66189,74,Food
2025-07-11,Blinkit Grocer-22870,192,Food
2025-07-11,Cafe Receipt-57667,180,Food
2025-07-11,SWIGGYPAY-39961,182,Food
2025-07-11,Clinic Visit-9723,687,Health
2025-07-11,AMAZONINDIA-PAY-76878,387,Shopping
2025-07-11,Ola Cab-58428,142,Transport
2025-07-11,Metro Card-32114,101,Transport
2025-07-11,Ola Cab-77107,125,Transport
2025-07-11,Ola Cab-51339,25,Transport
2025-07-11,Electricity Bill-26004,59,Utilities
2025-07-11,Broadband Bill-8449,268,Utilities
2025-07-12,Netflix Renewal,649,Entertainment
2025-07-12,Cafe Receipt-19242,50,Food
2025-07-12,Cafe Receipt-43743,195,Food
2025-07-12,SWIGGYPAY-95603,141,Food
2025-07-12,UPI-ZOMATO-29157,45,Food
2025-07-12,Uber Ride-72653,63,Transport
2025-07-12,Metro Card-33859,120,Transport
2025-07-13,Blinkit Grocer-60618,121,Food
2025-07-13,UPI-ZOMATO-76493,238,Food
2025-07-13,Cafe Receipt-21655,222,Food
2025-07-13,Blinkit Grocer-82008,123,Food
2025-07-13,Fitness Renewal-61105,441,Health
2025-07-13,Pharmacy Purchase-61799,510,Health
2025-07-13,Ola Cab-83673,156,Transport
2025-07-14,SWIGGYPAY-47483,90,Food
2025-07-14,Cafe Receipt-9003,118,Food
2025-07-14,Blinkit Grocer-57745,172,Food
2025-07-14,UPI-ZOMATO-66376,173,Food
2025-07-14,Blinkit Grocer-83663,110,Food
2025-07-14,SWIGGYPAY-31912,169,Food
2025-07-14,UPI-ZOMATO-85731,199,Food
2025-07-14,SWIGGYPAY-97806,102,Food
2025-07-14,Fitness Renewal-13699,147,Health
2025-07-14,Ola Cab-37702,152,Transport
2025-07-14,Fuel Station-11420,123,Transport
2025-07-14,Ola Cab-35334,137,Transport
2025-07-14,Ola Cab-76446,111,Transport
2025-07-14,Fuel Station-22705,98,Transport
2025-07-14,Fuel Station-28929,163,Transport
2025-07-15,Blinkit Grocer-75288,137,Food
2025-07-15,UPI-ZOMATO-73859,204,Food
2025-07-15,Blinkit Grocer-54466,74,Food
2025-07-15,SWIGGYPAY-23514,179,Food
2025-07-15,Cafe Receipt-58119,29,Food
2025-07-15,SWIGGYPAY-34472,208,Food
2025-07-15,UPI-ZOMATO-2072,207,Food
2025-07-15,Flipkart Order-37444,322,Shopping
2025-07-15,Ola Cab-56054,169,Transport
2025-07-16,Tuition Payment-24516,673,Education
2025-07-16,Netflix Renewal-65491,128,Entertainment
2025-07-16,Cafe Receipt-67096,163,Food
2025-07-16,Blinkit Grocer-52325,73,Food
2025-07-16,Cafe Receipt-2771,146,Food
2025-07-16,UPI-ZOMATO-65778,73,Food
2025-07-16,Blinkit Grocer-98866,35,Food
2025-07-16,SWIGGYPAY-55371,201,Food
2025-07-16,Fuel Station-9390,104,Transport
2025-07-16,Metro Card-59195,51,Transport
2025-07-16,Fuel Station-16668,144,Transport
2025-07-16,Rail Ticket-46227,426,Travel
2025-07-16,Mobile Bill-69484,87,Utilities
2025-07-17,Movie Tickets-40867,199,Entertainment
2025-07-17,Blinkit Grocer-42603,121,Food
2025-07-17,Cafe Receipt-46864,57,Food
2025-07-17,Blinkit Grocer-16881,66,Food
2025-07-17,Cafe Receipt-32597,95,Food
2025-07-17,SWIGGYPAY-77667,193,Food
2025-07-17,Blinkit Grocer-39645,147,Food
2025-07-17,UPI-ZOMATO-38237,175,Food
2025-07-17,UPI-ZOMATO-18673,74,Food
2025-07-17,Myntra Store-73080,180,Shopping
2025-07-17,Flipkart Order-70951,459,Shopping
2025-07-17,Fuel Station-66490,74,Transport
2025-07-17,Ola Cab-89232,74,Transport
2025-07-17,Rail Ticket-81783,2173,Travel
2025-07-18,Cafe Receipt-57438,124,Food
2025-07-18,Cafe Receipt-34049,55,Food
2025-07-18,Cafe Receipt-67828,213,Food
2025-07-18,Blinkit Grocer-53593,193,Food
2025-07-18,UPI-ZOMATO-23655,46,Food
2025-07-18,UPI-ZOMATO-10793,192,Food
2025-07-18,Blinkit Grocer-8677,209,Food
2025-07-18,Pharmacy Purchase-23835,687,Health
2025-07-18,Fitness Renewal-5573,405,Health
2025-07-18,Fitness Renewal-7085,431,Health
2025-07-18,Fuel Station-76378,93,Transport
2025-07-18,Metro Card-1848,128,Transport
2025-07-19,Cafe Receipt-67704,86,Food
2025-07-19,Flipkart Order-54265,626,Shopping
2025-07-20,UPI-ZOMATO-54347,143,Food
2025-07-20,Blinkit Grocer-92969,36,Food
2025-07-20,UPI-ZOMATO-10202,82,Food
2025-07-20,SWIGGYPAY-10122,255,Food
2025-07-20,Metro Card-35385,47,Transport
2025-07-20,Broadband Bill-2851,267,Utilities
2025-07-21,Spotify Subscription-50778,312,Entertainment
2025-07-21,Cafe Receipt-11756,141,Food
2025-07-21,Cafe Receipt-48255,181,Food
2025-07-21,Cafe Receipt-99501,213,Food
2025-07-21,Cafe Receipt-92215,115,Food
2025-07-21,UPI-ZOMATO-43670,135,Food
2025-07-21,UPI-ZOMATO-94410,37,Food
2025-07-21,SWIGGYPAY-89566,171,Food
2025-07-21,SWIGGYPAY-86095,37,Food
2025-07-21,Myntra Store-65801,217,Shopping
2025-07-21,Metro Card-53947,95,Transport
2025-07-21,Uber Ride-77017,154,Transport
2025-07-21,Uber Ride-34212,81,Transport
2025-07-22,Exam Books-72926,648,Education
2025-07-22,Cafe Receipt-89344,216,Food
2025-07-22,Cafe Receipt-15633,64,Food
2025-07-22,Cafe Receipt-31955,214,Food
2025-07-22,SWIGGYPAY-62577,216,Food
2025-07-22,Cafe Receipt-58502,124,Food
2025-07-22,Ola Cab-14857,102,Transport
2025-07-22,Metro Card-51279,26,Transport
2025-07-22,Electricity Bill-96756,298,Utilities
2025-07-22,Electricity Bill-2329,93,Utilities
2025-07-23,Blinkit Grocer-27590,189,Food
2025-07-23,Blinkit Grocer-92043,191,Food
2025-07-23,SWIGGYPAY-54410,186,Food
2025-07-23,UPI-ZOMATO-8136,152,Food
2025-07-23,Blinkit Grocer-33158,81,Food
2025-07-23,Pharmacy Purchase-16782,633,Health
2025-07-23,Uber Ride-82293,124,Transport
2025-07-23,Ola Cab-34049,35,Transport
2025-07-23,Mobile Bill-94553,218,Utilities
2025-07-24,Spotify Subscription-96755,272,Entertainment
2025-07-24,Blinkit Grocer-7329,56,Food
2025-07-24,Cafe Receipt-41275,125,Food
2025-07-24,SWIGGYPAY-56139,160,Food
2025-07-24,SWIGGYPAY-68091,198,Food
2025-07-24,Blinkit Grocer-90831,75,Food
2025-07-24,SWIGGYPAY-74965,138,Food
2025-07-24,Blinkit Grocer-58359,100,Food
2025-07-24,SWIGGYPAY-29871,213,Food
2025-07-24,Metro Card-96167,58,Transport
2025-07-24,Fuel Station-34723,124,Transport
2025-07-24,Uber Ride-55470,172,Transport
2025-07-24,Electricity Bill-48439,379,Utilities
2025-07-25,Spotify Subscription-6378,212,Entertainment
2025-07-25,Movie Tickets-12242,273,Entertainment
2025-07-25,SWIGGYPAY-9895,93,Food
2025-07-25,UPI-ZOMATO-71446,44,Food
2025-07-25,SWIGGYPAY-74897,61,Food
2025-07-25,Pharmacy Purchase-96736,673,Health
2025-07-25,Pharmacy Purchase-1224,241,Health
2025-07-25,Flipkart Order-72999,565,Shopping
2025-07-25,Metro Card-36737,39,Transport
2025-07-25,Rail Ticket-39650,967,Travel
2025-07-26,Blinkit Grocer-61781,275,Food
2025-07-26,Cafe Receipt-85364,250,Food
2025-07-26,Flipkart Order-62783,528,Shopping
2025-07-26,AMAZONINDIA-PAY-77047,258,Shopping
2025-07-26,Ola Cab-99011,104,Transport
2025-07-26,Metro Card-2020,80,Transport
2025-07-26,Broadband Bill-61381,409,Utilities
2025-07-27,SWIGGYPAY-45290,275,Food
2025-07-27,Cafe Receipt-62063,190,Food
2025-07-27,UPI-ZOMATO-81915,228,Food
2025-07-27,UPI-ZOMATO-46083,152,Food
2025-07-27,Cafe Receipt-12793,47,Food
2025-07-27,Cafe Receipt-44059,135,Food
2025-07-27,Cafe Receipt-82602,186,Food
2025-07-27,SWIGGYPAY-50290,186,Food
2025-07-27,Pharmacy Purchase-14866,183,Health
2025-07-27,Flipkart Order-28638,178,Shopping
2025-07-27,Uber Ride-74813,116,Transport
2025-07-27,Fuel Station-7731,104,Transport
2025-07-27,Fuel Station-5113,128,Transport
2025-07-27,Ola Cab-93022,101,Transport
2025-07-28,Cafe Receipt-81346,208,Food
2025-07-28,UPI-ZOMATO-34112,204,Food
2025-07-28,UPI-ZOMATO-62589,150,Food
2025-07-28,UPI-ZOMATO-66406,108,Food
2025-07-28,SWIGGYPAY-64213,32,Food
2025-07-28,Blinkit Grocer-70646,92,Food
2025-07-28,Flipkart Order-9355,402,Shopping
2025-07-28,Metro Card-49485,100,Transport
2025-07-28,Metro Card-22851,172,Transport
2025-07-28,Hotel Booking-85179,2222,Travel
2025-07-28,Mobile Bill-20224,120,Utilities
2025-07-29,Cafe Receipt-20279,94,Food
2025-07-29,Blinkit Grocer-75504,69,Food
2025-07-29,Cafe Receipt-65139,71,Food
2025-07-29,UPI-ZOMATO-95490,161,Food
2025-07-29,Cafe Receipt-26962,94,Food
2025-07-29,Myntra Store-48987,523,Shopping
2025-07-29,Uber Ride-84029,52,Transport
2025-07-29,Ola Cab-51064,141,Transport
2025-07-29,Ola Cab-85788,176,Transport
2025-07-29,Broadband Bill-81589,295,Utilities
2025-07-30,Blinkit Grocer-87939,138,Food
2025-07-30,SWIGGYPAY-35061,69,Food
2025-07-30,SWIGGYPAY-44638,168,Food
2025-07-30,Cafe Receipt-56999,188,Food
2025-07-30,SWIGGYPAY-93295,85,Food
2025-07-30,UPI-ZOMATO-31670,109,Food
2025-07-30,UPI-ZOMATO-18408,118,Food
2025-07-30,SWIGGYPAY-78138,166,Food
2025-07-30,Fitness Renewal-22576,585,Health
2025-07-30,Myntra Store-65181,213,Shopping
2025-07-30,Metro Card-7245,124,Transport
2025-07-30,Uber Ride-71494,33,Transport
2025-07-31,UPI-ZOMATO-12158,91,Food
2025-07-31,Blinkit Grocer-73634,51,Food
2025-07-31,Blinkit Grocer-27509,32,Food
2025-07-31,Blinkit Grocer-73770,28,Food
2025-07-31,Cafe Receipt-76177,128,Food
2025-07-31,SWIGGYPAY-35080,73,Food
2025-07-31,SWIGGYPAY-8295,213,Food
2025-07-31,Blinkit Grocer-77065,97,Food
2025-07-31,Cafe Receipt-53676,182,Food
2025-07-31,UPI-ZOMATO-12926,169,Food
2025-07-31,Fitness Renewal-98378,539,Health
2025-07-31,Ola Cab-37156,174,Transport
2025-07-31,Electricity Bill-54395,210,Utilities
2025-08-01,Netflix Renewal-73296,162,Entertainment
2025-08-01,Cafe Receipt-29903,105,Food
2025-08-01,UPI-ZOMATO-78582,145,Food
2025-08-01,Cafe Receipt-78759,148,Food
2025-08-01,Fitness Renewal-75749,483,Health
2025-08-01,Salary Credit,74412,Income
2025-08-01,AMAZONINDIA-PAY-48263,87,Shopping
2025-08-01,Metro Card-34066,66,Transport
2025-08-01,Flight Fare-79472,1063,Travel
2025-08-02,Blinkit Grocer-20526,188,Food
2025-08-02,SWIGGYPAY-91525,232,Food
2025-08-02,Blinkit Grocer-1547,241,Food
2025-08-02,Cafe Receipt-16511,126,Food
2025-08-02,Blinkit Grocer-68265,110,Food
2025-08-02,Pharmacy Purchase-79355,294,Health
2025-08-02,Clinic Visit-76004,684,Health
2025-08-02,Ola Cab-61323,112,Transport
2025-08-02,Uber Ride-60628,167,Transport
2025-08-02,Fuel Station-46300,42,Transport
2025-08-02,Metro Card-69991,173,Transport
2025-08-02,Electricity Bill-71600,137,Utilities
2025-08-03,Exam Books-47770,731,Education
2025-08-03,Movie Tickets-33510,189,Entertainment
2025-08-03,Netflix Renewal-23282,284,Entertainment
2025-08-03,SWIGGYPAY-4488,111,Food
2025-08-03,Cafe Receipt-25256,203,Food
2025-08-03,Cafe Receipt-2967,60,Food
2025-08-03,SWIGGYPAY-58287,267,Food
2025-08-03,Blinkit Grocer-25530,148,Food
2025-08-03,SWIGGYPAY-62255,168,Food
2025-08-03,UPI-ZOMATO-41795,242,Food
2025-08-03,Cafe Receipt-27834,207,Food
2025-08-03,Blinkit Grocer-92556,178,Food
2025-08-03,Blinkit Grocer-30840,211,Food
2025-08-03,UPI-ZOMATO-73188,151,Food
2025-08-03,NEFT-HDFC-RENT,18000,Rent
2025-08-03,Fuel Station-12517,178,Transport
2025-08-03,Fuel Station-66615,142,Transport
2025-08-03,Uber Ride-25131,131,Transport
2025-08-03,Fuel Station-99581,100,Transport
2025-08-03,Ola Cab-61957,120,Transport
2025-08-03,Broadband Bill-57666,309,Utilities
2025-08-04,Blinkit Grocer-92089,209,Food
2025-08-04,Cafe Receipt-66518,93,Food
2025-08-04,Uber Ride-45034,141,Transport
2025-08-04,Uber Ride-40836,102,Transport
2025-08-04,Hotel Booking-17568,190,Travel
2025-08-05,Spotify Subscription-10107,146,Entertainment
2025-08-05,SWIGGYPAY-10063,55,Food
2025-08-05,SWIGGYPAY-69627,198,Food
2025-08-05,SWIGGYPAY-79769,189,Food
2025-08-05,Uber Ride-94685,177,Transport
2025-08-05,Uber Ride-56837,153,Transport
2025-08-05,Fuel Station-67124,144,Transport
2025-08-05,Electricity Bill-11636,234,Utilities
2025-08-06,Tuition Payment-38976,634,Education
2025-08-06,UPI-ZOMATO-51281,217,Food
2025-08-06,UPI-ZOMATO-52238,204,Food
2025-08-06,Blinkit Grocer-52837,173,Food
2025-08-06,UPI-ZOMATO-74743,131,Food
2025-08-06,SWIGGYPAY-35288,65,Food
2025-08-06,Pharmacy Purchase-9063,436,Health
2025-08-06,Ola Cab-67075,20,Transport
2025-08-06,Metro Card-40557,120,Transport
2025-08-06,Uber Ride-99812,86,Transport
2025-08-06,Uber Ride-34924,29,Transport
2025-08-06,Mobile Bill-25765,313,Utilities
2025-08-07,Tuition Payment-91519,686,Education
2025-08-07,Movie Tickets-38242,317,Entertainment
2025-08-07,SWIGGYPAY-81816,88,Food
2025-08-07,Cafe Receipt-96238,31,Food
2025-08-07,Blinkit Grocer-58050,44,Food
2025-08-07,Blinkit Grocer-84403,38,Food
2025-08-07,UPI-ZOMATO-4676,205,Food
2025-08-07,Uber Ride-99071,66,Transport
2025-08-07,Uber Ride-98381,29,Transport
2025-08-07,Ola Cab-63810,52,Transport
2025-08-07,Fuel Station-28352,88,Transport
2025-08-07,Ola Cab-17367,77,Transport
2025-08-07,Fuel Station-59812,164,Transport
2025-08-07,Uber Ride-98864,31,Transport
2025-08-07,Metro Card-17550,25,Transport
2025-08-07,Broadband Bill,899,Utilities
2025-08-07,Broadband Bill-69552,176,Utilities
2025-08-08,Movie Tickets-7238,58,Entertainment
2025-08-08,UPI-ZOMATO-45167,55,Food
2025-08-08,SWIGGYPAY-91280,144,Food
2025-08-08,UPI-ZOMATO-7468,91,Food
2025-08-08,UPI-ZOMATO-6961,92,Food
2025-08-08,Fitness Renewal-22432,641,Health
2025-08-08,Flipkart Order-41697,120,Shopping
2025-08-09,Movie Tickets-5383,279,Entertainment
2025-08-09,SWIGGYPAY-24775,160,Food
2025-08-09,UPI-ZOMATO-77494,236,Food
2025-08-09,UPI-ZOMATO-75499,117,Food
2025-08-09,Cafe Receipt-93638,83,Food
2025-08-09,UPI-ZOMATO-61477,157,Food
2025-08-10,UPI-ZOMATO-67315,148,Food
2025-08-10,Cafe Receipt-18194,55,Food
2025-08-10,SWIGGYPAY-49984,226,Food
2025-08-10,Blinkit Grocer-49580,236,Food
2025-08-10,AMAZONINDIA-PAY-60313,172,Shopping
2025-08-10,Uber Ride-72322,52,Transport
2025-08-10,Mobile Bill-91946,226,Utilities
2025-08-11,Online Course-9538,231,Education
2025-08-11,SWIGGYPAY-59095,116,Food
2025-08-11,Blinkit Grocer-14546,156,Food
2025-08-11,Cafe Receipt-29175,108,Food
2025-08-11,Blinkit Grocer-37335,130,Food
2025-08-11,SWIGGYPAY-14337,214,Food
2025-08-11,SWIGGYPAY-32089,164,Food
2025-08-11,SWIGGYPAY-98453,202,Food
2025-08-11,SWIGGYPAY-66366,58,Food
2025-08-11,AMAZONINDIA-PAY-22495,409,Shopping
2025-08-11,Fuel Station-10323,161,Transport
2025-08-11,Fuel Station-43620,120,Transport
2025-08-11,Rail Ticket-87089,1676,Travel
2025-08-12,Netflix Renewal,649,Entertainment
2025-08-12,Cafe Receipt-71835,37,Food
2025-08-12,SWIGGYPAY-2640,104,Food
2025-08-12,Blinkit Grocer-88517,44,Food
2025-08-12,Blinkit Grocer-88590,216,Food
2025-08-12,SWIGGYPAY-27904,47,Food
2025-08-12,Cafe Receipt-69648,168,Food
2025-08-12,Pharmacy Purchase-68516,210,Health
2025-08-12,Myntra Store-10011,454,Shopping
2025-08-12,Uber Ride-40182,101,Transport
2025-08-12,Ola Cab-13963,105,Transport
2025-08-12,Ola Cab-74174,104,Transport
2025-08-12,Rail Ticket-35862,194,Travel
2025-08-12,Water Utility-77038,302,Utilities
2025-08-13,Movie Tickets-67972,263,Entertainment
2025-08-13,SWIGGYPAY-56716,144,Food
2025-08-13,Cafe Receipt-20893,34,Food
2025-08-13,SWIGGYPAY-65004,153,Food
2025-08-13,Blinkit Grocer-59491,216,Food
2025-08-13,UPI-ZOMATO-9126,47,Food
2025-08-13,Myntra Store-21777,122,Shopping
2025-08-13,Ola Cab-66880,173,Transport
2025-08-13,Electricity Bill-32791,142,Utilities
2025-08-14,Spotify Subscription-84751,120,Entertainment
2025-08-14,UPI-ZOMATO-66477,193,Food
2025-08-14,SWIGGYPAY-91124,150,Food
2025-08-14,Cafe Receipt-90819,51,Food
2025-08-14,AMAZONINDIA-PAY-99035,67,Shopping
2025-08-14,Fuel Station-36071,128,Transport
2025-08-14,Metro Card-97149,111,Transport
2025-08-15,Spotify Subscription-10061,251,Entertainment
2025-08-15,Movie Tickets-23193,180,Entertainment
2025-08-15,Blinkit Grocer-99576,51,Food
2025-08-15,SWIGGYPAY-71766,156,Food
2025-08-15,SWIGGYPAY-32082,196,Food
2025-08-15,Blinkit Grocer-80402,210,Food
2025-08-15,Cafe Receipt-77423,180,Food
2025-08-15,SWIGGYPAY-24861,214,Food
2025-08-15,Cafe Receipt-77605,133,Food
2025-08-15,Blinkit Grocer-63161,117,Food
2025-08-15,AMAZONINDIA-PAY-72158,141,Shopping
2025-08-15,Metro Card-36783,84,Transport
2025-08-15,Fuel Station-42658,56,Transport
2025-08-15,Electricity Bill-32276,198,Utilities
2025-08-16,Blinkit Grocer-85976,163,Food
2025-08-16,Flipkart Order-31191,500,Shopping
2025-08-16,Myntra Store-12564,156,Shopping
2025-08-16,Metro Card-52163,83,Transport
2025-08-16,Fuel Station-74979,33,Transport
2025-08-16,Ola Cab-64313,46,Transport
2025-08-16,Uber Ride-60882,41,Transport
2025-08-16,Mobile Bill-89157,188,Utilities
2025-08-17,Blinkit Grocer-22776,35,Food
2025-08-17,SWIGGYPAY-48526,261,Food
2025-08-17,Cafe Receipt-86528,206,Food
2025-08-17,SWIGGYPAY-27919,91,Food
2025-08-17,SWIGGYPAY-78139,86,Food
2025-08-17,Cafe Receipt-56084,188,Food
2025-08-17,Cafe Receipt-49581,238,Food
2025-08-17,Clinic Visit-74740,219,Health
2025-08-17,Myntra Store-19794,476,Shopping
